CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,AFRISTAR,1998-063A,EARTH,TEME,UTC,SGP4,2026-05-06T13:23:28.104288,0.99010746,0.0001166,10.1387,50.1557,357.2452,194.1746,0,U,25515,999,10014,0.00000000000000,-0.00000182,0.0000000000000,42521.994,1454.388,36148.817,36138.901,PAYLOAD,LARGE,US,1998-10-28,FRGUI,,5177565,322306994,0 AFRISTAR,1 25515U 98063A   26126.55796417 -.00000182  00000-0  00000+0 0  9996,2 25515  10.1387  50.1557 0001166 357.2452 194.1746  0.99010746100149,25515,S25515,-,25515,1998-063A,P,P,Spectrum 2,1998 Oct 28,S25517,CMMB,HK,1998 Oct 28 2235,In Earth orbit,-,2026 May  4 ,    1454.396 ,   36139, ,   36148, , 10.13 , ,GEO/ID,25515
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 27 (TELSTAR 7),1999-052A,EARTH,TEME,UTC,SGP4,2026-05-06T13:41:19.536864,0.99021909,0.0019865,10.1648,51.7517,331.2587,195.737,0,U,25922,999,5084,0.00000000000000,-0.00000279,0.0000000000000,42518.798,1454.224,36225.127,36056.199,PAYLOAD,LARGE,ITSO,1999-09-25,FRGUI,,5177575,322307620,0 GALAXY 27 (TELSTAR 7),1 25922U 99052A   26126.57036501 -.00000279  00000-0  00000+0 0  9997,2 25922  10.1648  51.7517 0019865 331.2587 195.7370  0.99021909 50844,25922,S25922,-,25922,1999-052A,P,P,Galaxy 27,1999 Sep 25,S25923,SESINTU,US,1999 Sep 25 0650,In Earth orbit,-,2026 May  4 ,    1454.219 ,   36056, ,   36225, , 10.16 , ,GEO/ID,25922
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TELECOM 1B,1985-035B,EARTH,TEME,UTC,SGP4,2026-05-06T11:09:58.953024,1.00350185,0.0002848,10.2061,321.1935,5.3384,10.2878,0,U,15678,999,13660,0.00000000000000,-0.00000297,0.0000000000000,42142.768,1434.975,35776.635,35752.631,PAYLOAD,LARGE,FR,1985-05-08,FRGUI,,5177280,322300362,0 TELECOM 1B,1 15678U 85035B   26126.46526566 -.00000297  00000-0  00000+0 0  9993,2 15678  10.2061 321.1935 0002848   5.3384  10.2878  1.00350185136603,15678,S15678,-,15678,1985-035B,P,P,Telecom 1B,1985 May  8,S15679,ORANGE,F,1985 May  8 0136,In Earth orbit,-,2026 May  4 ,    1434.965 ,   35752, ,   35776, , 10.21 , ,GEO/ID,15678
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TELECOM 1B,1985-035B,EARTH,TEME,UTC,SGP4,2026-05-06T11:09:58.953024,1.00350185,0.0002848,10.2061,321.1935,5.3384,10.2878,0,U,15678,999,13660,0.00000000000000,-0.00000297,0.0000000000000,42142.768,1434.975,35776.635,35752.631,PAYLOAD,LARGE,FR,1985-05-08,FRGUI,,5177280,322300362,0 TELECOM 1B,1 15678U 85035B   26126.46526566 -.00000297  00000-0  00000+0 0  9993,2 15678  10.2061 321.1935 0002848   5.3384  10.2878  1.00350185136603,15678,A04056,-,15678,1985-035,C,C AM,Mage 2,1985 May  8,S15678,ORANGE,F,1985 May  9 1431?,Attached to S15678 Telecom 1B,-,-,-,-,-,-,-,-,-,-,15678
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,INMARSAT 3-F3,1996-070A,EARTH,TEME,UTC,SGP4,2026-05-05T18:43:55.854048,0.99975237,0.0004374,10.229,50.0532,333.0031,209.2616,0,U,24674,999,10748,0.00000000000000,-0.00000143,0.0000000000000,42248.07,1440.357,35888.415,35851.456,PAYLOAD,LARGE,IM,1996-12-18,AFETR,,5176277,322216497,0 INMARSAT 3-F3,1 24674U 96070A   26125.78050757 -.00000143  00000-0  00000-0 0  9999,2 24674  10.2290  50.0532 0004374 333.0031 209.2616  0.99975237107482,24674,S24674,-,24674,1996-070A,P,P,INMARSAT III F-3,1996 Dec 18,S24675,INMRV,UK,1996 Dec 18 0229,In Earth orbit,-,2026 May  4 ,    1440.353 ,   35851, ,   35888, , 10.23 , ,GEO/ID,24674
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,INMARSAT 3-F3,1996-070A,EARTH,TEME,UTC,SGP4,2026-05-05T18:43:55.854048,0.99975237,0.0004374,10.229,50.0532,333.0031,209.2616,0,U,24674,999,10748,0.00000000000000,-0.00000143,0.0000000000000,42248.07,1440.357,35888.415,35851.456,PAYLOAD,LARGE,IM,1996-12-18,AFETR,,5176277,322216497,0 INMARSAT 3-F3,1 24674U 96070A   26125.78050757 -.00000143  00000-0  00000-0 0  9999,2 24674  10.2290  50.0532 0004374 333.0031 209.2616  0.99975237107482,24674,A05866,-,24674,1996-070,C,C AM,Star 37FM?,1996 Dec 18,S24674,INMRV,I-INM,1996 Dec 20 0250?,Attached to S24674 INMARSAT III F-3,-,-,-,-,-,-,-,-,-,-,24674
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 115 WEST A(SATMEX 5,1998-070A,EARTH,TEME,UTC,SGP4,2026-05-06T05:56:52.046304,0.98720219,0.0003779,10.2444,52.3546,34.6809,153.3478,0,U,25558,999,10004,0.00000000000000,-0.00000080,0.0000000000000,42605.379,1458.668,36243.345,36211.144,PAYLOAD,LARGE,EUTE,1998-12-06,FRGUI,,5177566,322307509,0 EUTE 115 WEST A(SATMEX 5,1 25558U 98070A   26126.24782461 -.00000080  00000-0  00000+0 0  9998,2 25558  10.2444  52.3546 0003779  34.6809 153.3478  0.98720219100047,25558,S25558,-,25558,1998-070A,P,P,EUTELSAT 115 WEST A,1998 Dec  6,S25559,EUTAM,MX,1998 Dec  6 0102,In Earth orbit,-,2026 May  5 ,    1458.663 ,   36211, ,   36243, , 10.24 , ,GEO/ID,25558
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GOES 6,1983-041A,EARTH,TEME,UTC,SGP4,2026-05-06T12:46:06.324960,1.00226457,0.0001176,10.2582,321.513,302.3905,30.9503,0,U,14050,999,21559,0.00000000000000,0.00000003,0.0000000000000,42177.444,1436.746,35804.269,35794.349,PAYLOAD,LARGE,US,1983-04-28,AFETR,,5177257,322300070,0 GOES 6,1 14050U 83041A   26126.53201765  .00000003  00000-0  00000+0 0  9994,2 14050  10.2582 321.5130 0001176 302.3905  30.9503  1.00226457215591,14050,S14050,-,14050,1983-041A,P,P,GOES 6,1983 Apr 28,S14196,NOAA,US,1983 Apr 28 2250,In Earth orbit,-,2026 May  5 ,    1436.751 ,   35794, ,   35804, , 10.26 , ,GEO/ID,14050
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,OPS 7641,1984-037A,EARTH,TEME,UTC,SGP4,2026-05-06T12:35:14.294400,0.98679627,0.0008026,10.272,316.1959,286.5031,72.0879,0,U,14930,999,2457,0.00000000000000,0.00000002,0.0000000000000,42617.062,1459.268,36273.132,36204.723,PAYLOAD,,US,1984-04-14,AFETR,,5177368,322302470,0 OPS 7641,1 14930U 84037A   26126.52447100  .00000002  00000-0  00000+0 0  9990,2 14930  10.2720 316.1959 0008026 286.5031  72.0879  0.98679627 24571,14930,S14930,-,14930,1984-037A,P,P,DSP F11,1984 Apr 14,S14931,SFSSC,US,1984 Apr 14 2230?,In Earth orbit,-,2026 May  5 ,    1459.262 ,   36204, ,   36272, , 10.27 , ,GEO/ID,14930
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 9 (PAS 9),2000-043A,EARTH,TEME,UTC,SGP4,2026-05-06T11:38:49.583904,0.9940255,0.000153,10.2865,49.5794,282.5487,176.4606,0,U,26451,999,4369,0.00000000000000,-0.00000206,0.0000000000000,42410.184,1448.655,36038.538,36025.56,PAYLOAD,LARGE,US,2000-07-28,SEAL,,5177591,322307818,0 INTELSAT 9 (PAS 9),1 26451U 00043A   26126.48529611 -.00000206  00000-0  00000+0 0  9996,2 26451  10.2865  49.5794 0001530 282.5487 176.4606  0.99402550 43691,26451,S26451,-,26451,2000-043A,P,P,Intelsat IS-9,2000 Jul 28,S26452,SESINTU,US,2000 Jul 28 2352,In Earth orbit,-,2026 May  4 ,    1448.640 ,   36024, ,   36038, , 10.28 , ,GEO/ID,26451
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 5 (PAS 5),1997-046A,EARTH,TEME,UTC,SGP4,2026-05-06T11:30:31.780800,0.99034122,0.000291,10.3109,49.5724,245.7987,197.9586,0,U,24916,999,10513,0.00000000000000,-0.00000055,0.0000000000000,42515.302,1454.044,36149.539,36124.795,PAYLOAD,LARGE,US,1997-08-28,TTMTR,,5177543,322306715,0 INTELSAT 5 (PAS 5),1 24916U 97046A   26126.47953450 -.00000055  00000-0  00000+0 0  9992,2 24916  10.3109  49.5724 0002910 245.7987 197.9586  0.99034122105138,24916,S24916,-,24916,1997-046A,P,P,Intelsat IS-5,1997 Aug 28,S24919,SESINTU,US,1997 Aug 28 0714,In Earth orbit,-,2026 May  4 ,    1454.034 ,   36124, ,   36149, , 10.31 , ,GEO/ID,24916
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WESTAR 3,1979-072A,EARTH,TEME,UTC,SGP4,2026-05-06T12:42:05.109120,0.99937868,0.0002847,10.3247,321.4241,352.9603,347.2006,0,U,11484,999,14009,0.00000000000000,-0.00000005,0.0000000000000,42258.602,1440.895,35892.498,35868.436,PAYLOAD,LARGE,US,1979-08-10,AFETR,,5177213,322299029,0 WESTAR 3,1 11484U 79072A   26126.52922580 -.00000005  00000-0  00000+0 0  9998,2 11484  10.3247 321.4241 0002847 352.9603 347.2006  0.99937868140098,11484,S11484,-,11484,1979-072A,P,P,Westar 3,1979 Aug 10,S13940,WUTC,US,1979 Aug 10 0045,In Earth orbit,-,2026 May  5 ,    1440.897 ,   35868, ,   35892, , 10.33 , ,GEO/ID,11484
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WESTAR 3,1979-072A,EARTH,TEME,UTC,SGP4,2026-05-06T12:42:05.109120,0.99937868,0.0002847,10.3247,321.4241,352.9603,347.2006,0,U,11484,999,14009,0.00000000000000,-0.00000005,0.0000000000000,42258.602,1440.895,35892.498,35868.436,PAYLOAD,LARGE,US,1979-08-10,AFETR,,5177213,322299029,0 WESTAR 3,1 11484U 79072A   26126.52922580 -.00000005  00000-0  00000+0 0  9998,2 11484  10.3247 321.4241 0002847 352.9603 347.2006  0.99937868140098,11484,A03128,-,11484,1979-072,C,C AM,FW-5,1979 Aug 10,S11484,WUTC,US,1979 Aug 11 1430,Attached to S11484 Westar 3,-,-,-,-,-,-,-,-,-,-,11484
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SBS 2,1981-096A,EARTH,TEME,UTC,SGP4,2026-05-06T11:25:50.256768,1.00111967,0.0004035,10.3286,321.7338,249.994,276.9749,0,U,12855,999,11819,0.00000000000000,-0.00000232,0.0000000000000,42209.594,1438.389,35848.491,35814.428,PAYLOAD,LARGE,US,1981-09-24,AFETR,,5177239,322299845,0 SBS 2,1 12855U 81096A   26126.47627612 -.00000232  00000-0  00000+0 0  9994,2 12855  10.3286 321.7338 0004035 249.9940 276.9749  1.00111967118199,12855,S12855,-,12855,1981-096A,P,P,SBS 2,1981 Sep 24,S12874,IGC,US,1981 Sep 24 2333,In Earth orbit,-,2026 May  5 ,    1438.382 ,   35814, ,   35848, , 10.33 , ,GEO/ID,12855
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SBS 2,1981-096A,EARTH,TEME,UTC,SGP4,2026-05-06T11:25:50.256768,1.00111967,0.0004035,10.3286,321.7338,249.994,276.9749,0,U,12855,999,11819,0.00000000000000,-0.00000232,0.0000000000000,42209.594,1438.389,35848.491,35814.428,PAYLOAD,LARGE,US,1981-09-24,AFETR,,5177239,322299845,0 SBS 2,1 12855U 81096A   26126.47627612 -.00000232  00000-0  00000+0 0  9994,2 12855  10.3286 321.7338 0004035 249.9940 276.9749  1.00111967118199,12855,A03380,-,12855,1981-096,C,C AM,Star 30B S/N 015-5,1981 Sep 24,S12855,VERB,US,1981 Sep 26 2257,Attached to S12855 SBS 2,-,-,-,-,-,-,-,-,-,-,12855
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COSMOS 1738,1986-027A,EARTH,TEME,UTC,SGP4,2026-05-06T07:58:23.310336,1.00265895,0.0012497,10.3313,318.0914,138.7318,240.5203,0,U,16667,999,14693,0.00000000000000,-0.00000069,0.0000000000000,42166.383,1436.181,35840.944,35735.553,PAYLOAD,LARGE,CIS,1986-04-04,TTMTR,,5177292,322301028,0 COSMOS 1738,1 16667U 86027A   26126.33221424 -.00000069  00000-0  00000+0 0  9992,2 16667  10.3313 318.0914 0012497 138.7318 240.5203  1.00265895146934,16667,S16667,-,16667,1986-027A,P,P,Kosmos-1738,1986 Apr  4,S16676,VVKOV,SU,1986 Apr  4 1032?,In Earth orbit,-,2026 May  5 ,    1436.182 ,   35735, ,   35840, , 10.33 , ,GEO/I,16667
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,METEOSAT 2,1981-057A,EARTH,TEME,UTC,SGP4,2026-05-06T11:43:03.104832,0.98724649,0.0029884,10.3423,319.6306,17.0456,179.7951,0,U,12544,999,12343,0.00000000000000,-0.00000157,0.0000000000000,42604.105,1458.602,36353.288,36098.652,PAYLOAD,LARGE,ESA,1981-06-19,FRGUI,,5177363,322302401,0 METEOSAT 2,1 12544U 81057A   26126.48823038 -.00000157  00000-0  00000+0 0  9993,2 12544  10.3423 319.6306 0029884  17.0456 179.7951  0.98724649123434,12544,S12544,-,12544,1981-057A,P,P,Meteosat 2,1981 Jun 19,S14125,ESA,I-ESA,1981 Jun 19 1308,In Earth orbit,-,2026 May  4 ,    1458.591 ,   36098, ,   36353, , 10.35 , ,GEO/ID,12544
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 7 (PAS 7),1998-052A,EARTH,TEME,UTC,SGP4,2026-05-06T11:13:06.758112,0.98209663,0.0004631,10.3485,52.5022,190.381,220.0385,0,U,25473,999,10022,0.00000000000000,0.00000013,0.0000000000000,42752.911,1466.251,36394.575,36354.977,PAYLOAD,LARGE,US,1998-09-16,FRGUI,,5177563,322306967,0 INTELSAT 7 (PAS 7),1 25473U 98052A   26126.46743933  .00000013  00000-0  00000+0 0  9994,2 25473  10.3485  52.5022 0004631 190.3810 220.0385  0.98209663100224,25473,S25473,-,25473,1998-052A,P,P,Intelsat IS-7,1998 Sep 16,S25474,SESINTU,US,1998 Sep 16 0652,In Earth orbit,-,2026 May  4 ,    1466.249 ,   36354, ,   36394, , 10.35 , ,GEO/ID,25473
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SAKURA 2A (CS-2A),1983-006A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:09.525408,0.99404808,0.0011359,10.3557,320.745,335.2333,214.1779,0,U,13782,999,12743,0.00000000000000,-0.00000199,0.0000000000000,42409.542,1448.622,36079.58,35983.234,PAYLOAD,LARGE,JPN,1983-02-04,TNSTA,,5177253,322300022,0 SAKURA 2A (CS-2A),1 13782U 83006A   26126.49733247 -.00000199  00000-0  00000+0 0  9993,2 13782  10.3557 320.7450 0011359 335.2333 214.1779  0.99404808127436,13782,S13782,-,13782,1983-006A,P,P,Sakura 2A,1983 Feb  4,S13786,JAXA,J,1983 Feb  4 0908?,In Earth orbit,-,2026 May  4 ,    1448.611 ,   35982, ,   36079, , 10.36 , ,GEO/ID,13782
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SAKURA 2A (CS-2A),1983-006A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:09.525408,0.99404808,0.0011359,10.3557,320.745,335.2333,214.1779,0,U,13782,999,12743,0.00000000000000,-0.00000199,0.0000000000000,42409.542,1448.622,36079.58,35983.234,PAYLOAD,LARGE,JPN,1983-02-04,TNSTA,,5177253,322300022,0 SAKURA 2A (CS-2A),1 13782U 83006A   26126.49733247 -.00000199  00000-0  00000+0 0  9993,2 13782  10.3557 320.7450 0011359 335.2333 214.1779  0.99404808127436,13782,A03584,-,13782,1983-006,C,C AM,Star 27B S/N 0048,1983 Feb  4,S13782,JAXA,J,1983 Feb  5 2305?,Attached to S13782 Sakura 2A,-,-,-,-,-,-,-,-,-,-,13782
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 20,2003-052A,EARTH,TEME,UTC,SGP4,2026-05-06T12:59:55.733856,0.99110615,0.0002396,10.3782,50.2912,122.5349,102.302,0,U,28082,999,8197,0.00000000000000,0.00000047,0.0000000000000,42493.424,1452.922,36125.47,36105.108,PAYLOAD,LARGE,PRC,2003-11-14,XSC,,5177627,322308828,0 CHINASAT 20,1 28082U 03052A   26126.54161729  .00000047  00000-0  00000+0 0  9992,2 28082  10.3782  50.2912 0002396 122.5349 102.3020  0.99110615 81973,28082,S28082,-,28082,2003-052A,P,P,Zhongxing 20,2003 Nov 14,S28083,JHB,CN,2003 Nov 14 1625,In Earth orbit,-,2026 May  4 ,    1452.932 ,   36105, ,   36125, , 10.37 , ,GEO/ID,28082
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,ASTRA 2D,2000-081A,EARTH,TEME,UTC,SGP4,2026-05-06T09:48:41.889888,0.98999273,0.0002068,10.3789,49.3544,235.9971,342.8866,0,U,26638,999,5233,0.00000000000000,0.00000028,0.0000000000000,42525.279,1454.556,36155.938,36138.35,PAYLOAD,LARGE,SES,2000-12-20,FRGUI,,5177722,322310773,0 ASTRA 2D,1 26638U 00081A   26126.40881817  .00000028  00000-0  00000+0 0  9997,2 26638  10.3789  49.3544 0002068 235.9971 342.8866  0.98999273 52332,26638,S26638,-,26638,2000-081A,P,P      G,Astra 2D,2000 Dec 20,S26642,SESSA,L,2000 Dec 20 0054,In Earth orbit,-,2026 May  5 ,    1454.555 ,   36138, ,   36156, , 10.38 , ,GEO/ID,26638
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,ASTRA 2D,2000-081A,EARTH,TEME,UTC,SGP4,2026-05-06T09:48:41.889888,0.98999273,0.0002068,10.3789,49.3544,235.9971,342.8866,0,U,26638,999,5233,0.00000000000000,0.00000028,0.0000000000000,42525.279,1454.556,36155.938,36138.35,PAYLOAD,LARGE,SES,2000-12-20,FRGUI,,5177722,322310773,0 ASTRA 2D,1 26638U 00081A   26126.40881817  .00000028  00000-0  00000+0 0  9997,2 26638  10.3789  49.3544 0002068 235.9971 342.8866  0.98999273 52332,26638,A06424,-,26638,2000-081A,C,C AM,Astra 2D apogee motor,2000 Dec 20,S26638,SESSA,L,2000 Dec 23 0800?,Attached to S26638 Astra 2D,-,-,-,-,-,-,-,-,-,-,26638
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,LUCH 5B,2012-061A,EARTH,TEME,UTC,SGP4,2026-05-05T14:48:53.074080,1.00272084,9.03e-05,10.3941,50.2982,195.9153,183.2286,0,U,38977,999,4918,0.00000000000000,-0.00000130,0.0000000000000,42164.648,1436.093,35790.321,35782.706,PAYLOAD,LARGE,CIS,2012-11-02,TTMTR,,5176277,322223287,0 LUCH 5B,1 38977U 12061A   26125.61728095 -.00000130  00000-0  00000-0 0  9993,2 38977  10.3941  50.2982 0000903 195.9153 183.2286  1.00272084 49181,38977,S38977,-,38977,2012-061A,A,P,Luch-5B,2012 Nov  2,S38980,RESH,RU,2012 Nov  3 0633,In Earth orbit,-,2026 May  5 ,    1436.091 ,   35782, ,   35790, , 10.39 , ,GEO/I,38977
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:56:53,18 SPCS,USA 170,2003-040A,EARTH,TEME,UTC,SGP4,2026-05-05T22:08:38.655168,1.00271276,0.0002249,10.4125,48.3423,11.1892,160.5402,0,U,27875,999,3257,0.00000000000000,0.00000133,0.0000000000000,42164.875,1436.104,35796.223,35777.257,PAYLOAD,LARGE,US,2003-08-29,AFETR,,5176801,322255497,0 USA 170,1 27875U 03040A   26125.92266962  .00000133  00000-0  00000+0 0  9990,2 27875  10.4125  48.3423 0002249  11.1892 160.5402  1.00271276 32578,27875,S27875,-,27875,2003-040A,A,P ------c,DSCS III B-6,2003 Aug 29,S27877,SFSSC/DISA,US,2003 Aug 29 2355,In Earth orbit,-,2026 May  4 ,    1436.110 ,   35777, ,   35796, , 10.41 , ,GEO/I,27875
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 25A (HB 5),1998-057A,EARTH,TEME,UTC,SGP4,2026-05-06T11:25:15.688128,0.98453809,0.0015157,10.4313,51.13,29.8356,42.5188,0,U,25495,999,10005,0.00000000000000,0.00000000,0.0000000000000,42682.203,1462.615,36368.761,36239.374,PAYLOAD,LARGE,EUTE,1998-10-09,AFETR,,5177564,322307486,0 EUTE 25A (HB 5),1 25495U 98057A   26126.47587602  .00000000  00000-0  00000+0 0  9999,2 25495  10.4313  51.1300 0015157  29.8356  42.5188  0.98453809100051,25495,S25495,-,25495,1998-057A,P,P,EUTELSAT 4B,1998 Oct  9,S25496,EUTSA,F,1998 Oct  9 2318,In Earth orbit,-,2026 May  5 ,    1462.611 ,   36239, ,   36368, , 10.43 , ,GEO/ID,25495
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,NSS 5 (INTELSAT 803),1997-053A,EARTH,TEME,UTC,SGP4,2026-05-06T11:17:22.948800,0.99101283,0.0004248,10.4386,48.3193,255.7559,163.8072,0,U,24957,999,10454,0.00000000000000,0.00000058,0.0000000000000,42496.092,1453.059,36136.009,36099.904,PAYLOAD,LARGE,NETH,1997-09-23,FRGUI,,5177544,322306732,0 NSS 5 (INTELSAT 803),1 24957U 97053A   26126.47040450  .00000058  00000-0  00000+0 0  9994,2 24957  10.4386  48.3193 0004248 255.7559 163.8072  0.99101283104549,24957,S24957,-,24957,1997-053A,P,P,NSS 5,1997 Sep 23,A05979,SESSAN,NL,1997 Sep 24 0018,In Earth orbit,-,2026 May  4 ,    1453.057 ,   36099, ,   36136, , 10.44 , ,GEO/ID,24957
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 3A,2002-015B,EARTH,TEME,UTC,SGP4,2026-05-06T05:52:37.453152,0.99085182,0.00024805,10.4488,48.2819,291.2147,244.7172,0,U,27400,999,8815,0.00000000000000,-0.00000041,0.0000000000000,42500.695,1453.295,36133.102,36112.018,PAYLOAD,LARGE,SES,2002-03-29,FRGUI,,5176958,322266723,0 ASTRA 3A,1 27400U 02015B   26126.24487793 -.00000041  00000-0  00000-0 0  9998,2 27400  10.4488  48.2819 0002481 291.2147 244.7172  0.99085182 88154,27400,S27400,-,27400,2002-015B,P,P      G,Astra 3A,2002 Mar 29,S27401,SESSA,L,2002 Mar 29 0156,In Earth orbit,-,2026 May  5 ,    1453.291 ,   36111, ,   36133, , 10.45 , ,GEO/ID,27400
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 3A,2002-015B,EARTH,TEME,UTC,SGP4,2026-05-06T05:52:37.453152,0.99085182,0.00024805,10.4488,48.2819,291.2147,244.7172,0,U,27400,999,8815,0.00000000000000,-0.00000041,0.0000000000000,42500.695,1453.295,36133.102,36112.018,PAYLOAD,LARGE,SES,2002-03-29,FRGUI,,5176958,322266723,0 ASTRA 3A,1 27400U 02015B   26126.24487793 -.00000041  00000-0  00000-0 0  9998,2 27400  10.4488  48.2819 0002481 291.2147 244.7172  0.99085182 88154,27400,A06646,-,27400,2002-015B,C,C AM,Astra 3A apogee motor,2002 Mar 29,S27400,SESSA,L,2002 Apr  1 1900?,Attached to S27400 Astra 3A,-,-,-,-,-,-,-,-,-,-,27400
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 21A (EUTE W3),1999-018A,EARTH,TEME,UTC,SGP4,2026-05-06T09:41:10.491360,0.98428838,0.000478,10.4611,51.1099,103.821,124.7899,0,U,25673,999,4114,0.00000000000000,-0.00000012,0.0000000000000,42689.421,1462.986,36331.692,36290.881,PAYLOAD,LARGE,EUTE,1999-04-12,AFETR,,5177568,322307526,0 EUTE 21A (EUTE W3),1 25673U 99018A   26126.40359365 -.00000012  00000-0  00000+0 0  9995,2 25673  10.4611  51.1099 0004780 103.8210 124.7899  0.98428838 41147,25673,S25673,-,25673,1999-018A,P,P,EUTELSAT 48C,1999 Apr 12,S25674,EUTSA,F,1999 Apr 12 2318,In Earth orbit,-,2026 May  5 ,    1462.982 ,   36291, ,   36331, , 10.46 , ,GEO/ID,25673
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ARABSAT 2B,1996-063A,EARTH,TEME,UTC,SGP4,2026-05-06T13:05:48.645024,0.99412921,0.0001588,10.4994,49.1839,44.4187,174.2864,0,U,24652,999,10804,0.00000000000000,0.00000059,0.0000000000000,42407.234,1448.504,36035.834,36022.365,PAYLOAD,LARGE,AB,1996-11-13,FRGUI,,5177536,322306630,0 ARABSAT 2B,1 24652U 96063A   26126.54570191  .00000059  00000-0  00000+0 0  9995,2 24652  10.4994  49.1839 0001588  44.4187 174.2864  0.99412921108044,24652,S24652,-,24652,1996-063A,P,P,Arabsat IIB,1996 Nov 13,S24655,ARAB,I-ARAB,1996 Nov 13 2259,In Earth orbit,-,2026 May  5 ,    1448.513 ,   36022, ,   36035, , 10.50 , ,GEO/ID,24652
